event_id,customer_id,session_id,event_type,event_timestamp,page_url,product_id,category_id,referrer_source,device_type,user_agent,ip_address
evt_001223,cust_18271,sess_aa062c82,add_to_cart,2025-08-20 21:39:25,app,prod_5003,cat_clothing,twitter,tablet,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.5.4 (KHTML, like Gecko) Version/4.0.1 Safari/531.5.4",191.16.37.2
evt_001224,cust_43852,sess_32b941c8,checkout_start,2025-09-14 05:47:50,tags/posts,prod_3553,cat_electronics,email,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; zh-CN) AppleWebKit/531.36.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.36.7",187.47.215.120
evt_001225,cust_52236,sess_288bcbcf,add_to_cart,2025-09-04 00:37:55,posts/app/tag,,,email,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; nn-NO) AppleWebKit/534.30.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.30.1",190.83.205.58
evt_001226,cust_21507,sess_409e6f86,checkout_start,2025-09-01 07:44:32,blog/category,prod_3325,cat_books,twitter,tablet,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_0 rv:5.0; byn-ER) AppleWebKit/531.6.1 (KHTML, like Gecko) Version/4.0.5 Safari/531.6.1",205.74.74.40
evt_001227,cust_89526,sess_663d5409,remove_from_cart,2025-09-04 05:59:32,main/app/list,prod_7005,cat_books,direct,tablet,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4 rv:2.0; mag-IN) AppleWebKit/535.36.4 (KHTML, like Gecko) Version/5.1 Safari/535.36.4",91.237.110.146
evt_001228,cust_80776,sess_6c69f131,purchase,2025-08-28 03:26:25,categories,,,facebook,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; es-CL) AppleWebKit/531.32.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.32.2",34.138.211.231
evt_001229,cust_65539,sess_6eaa3aaa,search,2025-09-07 05:28:10,app/list/list,prod_3675,cat_home,facebook,tablet,Mozilla/5.0 (Windows NT 11.0; tl-PH; rv:1.9.1.20) Gecko/2827-05-21 17:03:49.350018 Firefox/3.6.10,180.36.213.242
evt_001230,cust_16864,sess_e9412277,product_view,2025-08-21 05:41:27,tags/app/main,prod_7702,cat_books,google,mobile,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/27.0.878.0 Safari/531.1",135.134.176.248
evt_001231,cust_53076,sess_14e2163e,checkout_start,2025-09-12 10:40:54,tags,prod_8254,cat_home,instagram,mobile,Mozilla/5.0 (Android 5.1.1; Mobile; rv:46.0) Gecko/46.0 Firefox/46.0,28.255.84.179
evt_001232,cust_53749,sess_e7fc0b2b,checkout_start,2025-09-04 15:09:19,categories,,,instagram,desktop,Opera/9.73.(Windows NT 5.0; brx-IN) Presto/2.9.179 Version/11.00,51.193.237.101
evt_001233,cust_62012,sess_cb0624b8,product_view,2025-09-02 11:32:21,search/app,,,google,desktop,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.1),215.178.193.154
evt_001234,cust_14709,sess_33a53779,product_view,2025-09-14 06:57:54,tags,prod_8284,cat_home,direct,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; bhb-IN) AppleWebKit/533.4.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.4.5",30.243.235.40
evt_001235,cust_54996,sess_713b462e,add_to_cart,2025-08-26 21:13:51,main/tags,,,direct,mobile,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9; rv:1.9.5.20) Gecko/6625-12-27 22:36:18.724182 Firefox/3.8,204.196.114.192
evt_001236,cust_85304,sess_067c60e1,product_view,2025-09-14 17:16:40,wp-content/blog,prod_6861,cat_electronics,direct,tablet,Opera/9.79.(X11; Linux i686; be-BY) Presto/2.9.189 Version/12.00,32.185.239.242
evt_001237,cust_39526,sess_886a9f3c,purchase,2025-09-04 20:46:47,blog/main/tags,,,email,desktop,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.45.3 (KHTML, like Gecko) Version/5.0.1 Safari/534.45.3",30.202.212.89
evt_001238,cust_64817,sess_ea2d44b7,purchase,2025-09-04 23:01:44,blog/wp-content,prod_9354,cat_books,facebook,desktop,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_6 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/14.0.836.0 Mobile/96H642 Safari/536.2",150.255.217.24
evt_001239,cust_87857,sess_f6bead48,search,2025-08-31 02:00:43,explore/categories/main,prod_3004,cat_sports,instagram,desktop,Mozilla/5.0 (Android 4.2.1; Mobile; rv:16.0) Gecko/16.0 Firefox/16.0,39.26.86.45
evt_001240,cust_28095,sess_5fed6600,purchase,2025-09-09 04:00:53,tag,,,twitter,desktop,Mozilla/5.0 (Android 2.2.1; Mobile; rv:66.0) Gecko/66.0 Firefox/66.0,189.104.77.143
evt_001241,cust_44627,sess_bff553b7,product_view,2025-09-11 03:58:59,main/categories,prod_5707,cat_sports,google,tablet,Opera/9.28.(X11; Linux x86_64; csb-PL) Presto/2.9.165 Version/12.00,38.51.35.44
evt_001242,cust_86663,sess_d238db79,remove_from_cart,2025-08-17 18:03:55,list/categories/wp-content,,,twitter,mobile,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/4.1),164.208.172.201
evt_001243,cust_63718,sess_4708b6b0,purchase,2025-09-15 18:03:08,posts/category,prod_7157,cat_clothing,facebook,desktop,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.14.5 (KHTML, like Gecko) Version/5.1 Safari/533.14.5",94.156.177.15
evt_001244,cust_96252,sess_9189d68e,search,2025-08-21 00:40:29,explore,prod_3561,cat_books,email,mobile,Mozilla/5.0 (Windows NT 6.2; pl-PL; rv:1.9.0.20) Gecko/4245-09-14 17:59:20.831345 Firefox/3.6.14,36.24.148.13
evt_001245,cust_57106,sess_d37459fb,add_to_cart,2025-08-19 10:00:32,posts,prod_9444,cat_beauty,instagram,mobile,Opera/8.51.(X11; Linux x86_64; kk-KZ) Presto/2.9.160 Version/12.00,17.163.4.179
evt_001246,cust_21827,sess_ec249eec,page_view,2025-09-06 01:58:33,wp-content/categories/list,,,facebook,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; tg-TJ) AppleWebKit/534.34.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.34.1",195.79.130.122
evt_001247,cust_47169,sess_3548af30,product_view,2025-09-08 05:25:31,main/app,prod_2836,cat_books,direct,tablet,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_4) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/27.0.888.0 Safari/535.2",89.240.192.220
evt_001248,cust_48825,sess_9e6ba48d,search,2025-08-18 01:53:51,posts/app/tags,prod_7901,cat_home,direct,tablet,Mozilla/5.0 (Android 5.0.2; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0,48.77.92.45
evt_001249,cust_65637,sess_5f26a4ff,checkout_start,2025-09-01 19:45:50,tags/posts,prod_9655,cat_books,instagram,tablet,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/15.7d3777.0 Mobile/84K718 Safari/532.1",92.101.22.38
evt_001250,cust_29282,sess_54719741,product_view,2025-09-05 13:23:31,posts/list,prod_3790,cat_sports,direct,tablet,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.36.6 (KHTML, like Gecko) Version/5.0.4 Safari/534.36.6",159.220.132.171
evt_001251,cust_25403,sess_7b6d3006,product_view,2025-09-11 00:20:43,posts,prod_8264,cat_home,twitter,desktop,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.1),42.178.164.120
evt_001252,cust_25502,sess_285eaf66,checkout_start,2025-08-23 23:01:04,categories/blog,prod_1575,cat_home,email,tablet,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/37.0.842.0 Safari/531.1",69.80.199.174
evt_001253,cust_73048,sess_265d11cb,add_to_cart,2025-09-15 10:13:31,blog,prod_3428,cat_sports,instagram,mobile,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),79.36.72.90
evt_001254,cust_17342,sess_fc20954a,remove_from_cart,2025-08-29 01:05:00,tag/category/categories,,,email,desktop,Opera/8.51.(X11; Linux i686; et-EE) Presto/2.9.181 Version/12.00,47.145.248.111
evt_001255,cust_18331,sess_d6a212f4,page_view,2025-08-23 13:36:24,main/main/category,prod_3549,cat_clothing,instagram,mobile,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/4.0),124.4.98.144
evt_001256,cust_31512,sess_d19cf934,product_view,2025-09-04 22:52:40,main,,,google,desktop,Opera/9.96.(Windows NT 6.0; ia-FR) Presto/2.9.181 Version/11.00,150.13.69.252
evt_001257,cust_53449,sess_43b2e4de,remove_from_cart,2025-08-21 03:56:16,list/wp-content,prod_2193,cat_home,facebook,mobile,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.1),179.134.40.82
evt_001258,cust_49348,sess_eac5dc0a,page_view,2025-09-08 16:27:30,blog,prod_6183,cat_home,google,tablet,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/38.0.899.0 Safari/532.1",212.198.128.69
evt_001259,cust_32966,sess_4e2efdaf,add_to_cart,2025-09-07 18:54:56,tag/blog,prod_6582,cat_electronics,instagram,desktop,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),27.41.212.57
evt_001260,cust_88957,sess_364b67e0,checkout_start,2025-08-30 03:45:13,search,,,direct,mobile,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_7 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/12.4o0463.0 Mobile/37I006 Safari/532.2",96.92.251.61
evt_001261,cust_84964,sess_631c4595,page_view,2025-09-05 04:43:31,categories/posts,prod_8923,cat_books,direct,tablet,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/53.0.875.0 Safari/533.0",39.43.210.107
evt_001262,cust_62084,sess_60949fd9,remove_from_cart,2025-08-21 04:12:32,app/blog/app,,,instagram,desktop,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/35.0.809.0 Safari/532.2",169.185.12.221
evt_001263,cust_16737,sess_25e5f7eb,search,2025-09-09 20:10:48,blog/explore/search,,,email,desktop,"Mozilla/5.0 (Windows CE) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/35.0.835.0 Safari/535.2",207.0.245.158
evt_001264,cust_46741,sess_c2a49923,add_to_cart,2025-08-24 23:11:24,tag/search/posts,prod_2714,cat_home,twitter,tablet,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0),32.14.14.0
evt_001265,cust_79882,sess_4d02d783,checkout_start,2025-08-27 13:04:20,tags,,,google,mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/30.0.826.0 Mobile/13Q513 Safari/531.1",200.54.238.98
evt_001266,cust_39287,sess_9cb81106,page_view,2025-08-23 15:22:54,posts,prod_7235,cat_beauty,twitter,tablet,Opera/9.23.(Windows NT 11.0; ak-GH) Presto/2.9.178 Version/10.00,178.230.230.188
evt_001267,cust_13238,sess_cbe8542e,purchase,2025-08-20 00:16:51,category/list/categories,prod_2672,cat_sports,instagram,tablet,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0),70.46.56.41
evt_001268,cust_16670,sess_0c8795f3,page_view,2025-09-02 18:37:22,posts/explore/explore,,,google,tablet,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/33.0.888.0 Safari/535.1",99.28.47.198
evt_001269,cust_50017,sess_65cf1a3f,product_view,2025-09-13 04:17:46,wp-content,prod_1623,cat_electronics,email,desktop,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5; rv:1.9.4.20) Gecko/3271-07-11 12:53:50.886879 Firefox/6.0,96.189.153.82
evt_001270,cust_67774,sess_26c47b3a,product_view,2025-08-21 02:42:04,blog/categories,prod_9064,cat_books,email,tablet,Opera/9.35.(X11; Linux i686; fo-FO) Presto/2.9.166 Version/12.00,140.209.85.255
evt_001271,cust_17105,sess_5b401a74,purchase,2025-08-22 13:54:32,posts/wp-content/wp-content,prod_5593,cat_electronics,direct,tablet,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_7 rv:4.0; sr-ME) AppleWebKit/535.4.4 (KHTML, like Gecko) Version/5.0 Safari/535.4.4",58.172.5.116
evt_001272,cust_11228,sess_37cec20b,add_to_cart,2025-09-13 18:07:39,search/posts/tag,,,twitter,tablet,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/48.0.820.0 Safari/532.0",170.86.0.236
evt_001273,cust_28458,sess_a42a9fb1,checkout_start,2025-09-15 09:53:28,list/category,,,email,tablet,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4785-07-18 07:51:59.379501 Firefox/3.8,152.78.236.117
evt_001274,cust_82558,sess_ea20b5dd,checkout_start,2025-09-06 16:40:26,search,prod_1116,cat_sports,direct,desktop,Opera/9.60.(X11; Linux i686; mhr-RU) Presto/2.9.172 Version/11.00,25.231.253.203
evt_001275,cust_41750,sess_c2023ae1,checkout_start,2025-08-18 23:11:56,blog,prod_5754,cat_beauty,google,desktop,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; si-LK) AppleWebKit/532.3.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.3.2",60.129.196.136
evt_001276,cust_76033,sess_71a97694,remove_from_cart,2025-09-10 00:35:27,wp-content/app,prod_3690,cat_electronics,direct,tablet,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),195.139.115.88
evt_001277,cust_48147,sess_b48ae1ce,checkout_start,2025-09-12 04:14:49,main,prod_9614,cat_sports,facebook,tablet,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/9947-06-24 08:42:32.409821 Firefox/3.6.3,142.92.231.72
evt_001278,cust_46382,sess_65ca073d,product_view,2025-09-07 14:34:47,posts/tag,,,email,mobile,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3251-01-16 11:46:54.122223 Firefox/3.8,216.235.35.129
evt_001279,cust_44309,sess_79783b11,page_view,2025-08-20 03:11:55,wp-content/posts,,,facebook,mobile,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),50.170.77.89
evt_001280,cust_77289,sess_7e08c0ee,checkout_start,2025-08-30 20:16:03,tag,,,direct,desktop,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; as-IN) AppleWebKit/532.4.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.4.3",9.40.205.129
evt_001281,cust_82564,sess_8d221355,remove_from_cart,2025-09-11 12:37:13,search/posts/app,prod_8745,cat_sports,facebook,tablet,Opera/8.65.(X11; Linux i686; ber-DZ) Presto/2.9.177 Version/10.00,142.230.156.59
evt_001282,cust_62379,sess_a1b5bbff,remove_from_cart,2025-08-25 17:32:05,wp-content/main,prod_4367,cat_home,email,tablet,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/14.0.844.0 Mobile/14W290 Safari/534.1",173.78.209.249
evt_001283,cust_14918,sess_af2f3e5f,checkout_start,2025-09-05 10:05:24,posts,prod_5384,cat_home,google,tablet,Mozilla/5.0 (Windows 95; bn-IN; rv:1.9.0.20) Gecko/6216-08-01 13:28:05.093918 Firefox/3.8,62.97.82.117
evt_001284,cust_65402,sess_47bcd7ca,product_view,2025-09-10 09:26:29,app/tags,prod_5399,cat_books,google,mobile,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.43.7 (KHTML, like Gecko) Version/5.0.1 Safari/535.43.7",221.171.48.17
evt_001285,cust_36699,sess_b008d96e,purchase,2025-08-25 21:50:58,app/tag,prod_3399,cat_home,google,mobile,Opera/9.24.(Windows 95; ca-IT) Presto/2.9.164 Version/10.00,60.50.36.29
evt_001286,cust_92660,sess_80b4f923,search,2025-08-23 17:46:07,wp-content,,,twitter,mobile,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2809-10-06 01:11:22.299622 Firefox/3.6.12,194.55.190.154
evt_001287,cust_50301,sess_f0474843,page_view,2025-09-10 13:35:35,wp-content/list,,,direct,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; se-NO) AppleWebKit/532.46.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.46.2",49.202.84.125
evt_001288,cust_31492,sess_336d9692,page_view,2025-09-09 17:29:44,categories/main/explore,,,facebook,mobile,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0),84.56.215.33
evt_001289,cust_44549,sess_356baf72,checkout_start,2025-09-08 07:40:49,list/tags,,,direct,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; shs-CA) AppleWebKit/532.32.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.32.7",84.81.179.132
evt_001290,cust_52700,sess_6033d3d9,page_view,2025-09-12 19:57:29,list/main,prod_1223,cat_books,facebook,mobile,Opera/8.31.(Windows NT 5.01; af-ZA) Presto/2.9.170 Version/10.00,185.5.75.9
evt_001291,cust_74468,sess_41b9c755,page_view,2025-08-21 06:39:04,main/categories,prod_1918,cat_electronics,instagram,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fo-FO) AppleWebKit/532.38.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6532.38.2",15.172.219.141
evt_001292,cust_58367,sess_b1011e45,checkout_start,2025-09-16 05:06:17,wp-content/category/category,prod_2104,cat_clothing,twitter,desktop,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),203.9.140.122
evt_001293,cust_66494,sess_0186e696,page_view,2025-09-10 23:08:57,main/tags/tags,prod_1481,cat_home,facebook,desktop,Opera/8.89.(X11; Linux x86_64; tt-RU) Presto/2.9.188 Version/12.00,125.209.243.234
evt_001294,cust_13117,sess_f3a5c0aa,search,2025-09-06 04:14:10,wp-content/list,prod_8185,cat_home,google,desktop,Opera/9.13.(Windows NT 11.0; tig-ER) Presto/2.9.184 Version/10.00,8.157.2.220
evt_001295,cust_40517,sess_21ebdde8,add_to_cart,2025-09-04 03:35:30,posts/category/category,prod_7664,cat_sports,direct,mobile,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/8097-09-06 10:01:41.007202 Firefox/3.6.10,187.86.44.101
evt_001296,cust_31028,sess_75e8c12c,add_to_cart,2025-09-15 16:08:19,categories/explore,prod_1643,cat_home,twitter,mobile,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ur-IN) AppleWebKit/533.14.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.14.3",217.49.3.112
evt_001297,cust_11671,sess_f1e04b56,checkout_start,2025-09-05 14:51:28,list,prod_2060,cat_electronics,facebook,mobile,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.2.5 (KHTML, like Gecko) Version/5.0 Safari/535.2.5",169.165.37.98
evt_001298,cust_22274,sess_93dffaa4,page_view,2025-08-29 16:46:44,app,prod_1564,cat_books,twitter,mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/16.6y0001.0 Mobile/90V003 Safari/536.1",75.24.233.126
evt_001299,cust_74389,sess_bf14ad9e,remove_from_cart,2025-09-04 20:44:41,tag/categories/main,,,google,tablet,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0),22.186.146.218
evt_001300,cust_83216,sess_c9841d28,search,2025-08-28 02:41:13,list,,,facebook,mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/25.0.812.0 Mobile/98E291 Safari/533.1",184.84.27.197
evt_001301,cust_25196,sess_357b25ac,page_view,2025-08-30 20:57:00,tag/explore/category,prod_2570,cat_electronics,direct,desktop,Opera/9.73.(Windows 98; Win 9x 4.90; unm-US) Presto/2.9.172 Version/12.00,137.216.190.144
evt_001302,cust_33059,sess_ae8d3abd,search,2025-09-05 07:49:06,wp-content/posts,prod_7448,cat_beauty,instagram,desktop,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.0),192.153.196.153
evt_001303,cust_40653,sess_543a5c58,checkout_start,2025-08-25 00:19:42,explore/list/tags,prod_5030,cat_beauty,facebook,mobile,Opera/8.52.(X11; Linux i686; ts-ZA) Presto/2.9.174 Version/12.00,51.237.51.166
evt_001304,cust_77389,sess_4cecb0a2,purchase,2025-08-17 21:56:00,wp-content,,,google,mobile,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/24.0.811.0 Mobile/49T990 Safari/536.2",193.98.202.118
evt_001305,cust_75127,sess_76e5d7c3,purchase,2025-09-15 13:24:41,blog,,,twitter,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; uz-UZ) AppleWebKit/532.13.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.13.5",75.3.169.187
evt_001306,cust_72781,sess_b9a73b0a,product_view,2025-08-26 02:31:43,category/list/blog,prod_8358,cat_home,twitter,desktop,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/26.0.808.0 Safari/531.2",41.145.204.56
evt_001307,cust_86691,sess_f78bf545,checkout_start,2025-08-18 02:42:24,explore,prod_2172,cat_books,instagram,tablet,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0 rv:4.0; lo-LA) AppleWebKit/535.47.7 (KHTML, like Gecko) Version/4.1 Safari/535.47.7",39.126.157.13
evt_001308,cust_74268,sess_39cdefec,remove_from_cart,2025-08-23 18:23:41,wp-content/categories,prod_6720,cat_electronics,twitter,desktop,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),81.7.115.12
evt_001309,cust_67214,sess_2c19da6c,search,2025-09-12 18:35:12,explore/category,,,instagram,desktop,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/9.6j9210.0 Mobile/41R546 Safari/536.2",221.139.77.108
evt_001310,cust_78932,sess_d10a559d,product_view,2025-09-07 20:13:42,explore/tags,prod_9885,cat_books,google,mobile,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_8) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/62.0.884.0 Safari/533.2",20.1.232.14
evt_001311,cust_55792,sess_19701e7d,checkout_start,2025-08-23 09:28:11,tag/tag/list,,,facebook,desktop,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/3985-12-13 23:25:12.743950 Firefox/15.0,43.143.203.11
evt_001312,cust_59707,sess_1e0fb9ae,page_view,2025-08-30 22:50:38,app/app,,,email,tablet,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/60.0.853.0 Safari/531.0",80.154.155.197
evt_001313,cust_16347,sess_84c67eb6,search,2025-08-19 11:11:03,explore/list,,,instagram,tablet,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/15.0.860.0 Safari/536.1",138.224.131.140
evt_001314,cust_50002,sess_7b4a5eb2,product_view,2025-08-29 06:20:01,tag/main,prod_3555,cat_beauty,email,desktop,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4725-12-27 05:42:00.671661 Firefox/14.0,17.214.126.80
evt_001315,cust_54304,sess_e793a8aa,search,2025-09-07 06:31:00,posts/list/explore,prod_3352,cat_books,direct,desktop,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.10.1 (KHTML, like Gecko) Version/4.1 Safari/534.10.1",35.157.185.25
evt_001316,cust_41867,sess_a4788380,page_view,2025-09-05 18:02:14,app/main/posts,prod_8422,cat_home,twitter,desktop,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; sid-ET) AppleWebKit/531.20.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.20.5",20.203.239.255
evt_001317,cust_96172,sess_47a0a61c,checkout_start,2025-08-22 09:15:03,wp-content,prod_9667,cat_home,direct,desktop,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/17.0.804.0 Safari/536.1",22.17.214.212
evt_001318,cust_41470,sess_1ae36313,search,2025-08-20 16:08:21,list,prod_5502,cat_sports,direct,tablet,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.1),218.139.15.25
evt_001319,cust_70464,sess_b6d37481,checkout_start,2025-09-05 10:16:51,category,prod_8984,cat_home,twitter,tablet,Mozilla/5.0 (Windows NT 6.2; ka-GE; rv:1.9.1.20) Gecko/8794-03-12 10:35:37.889038 Firefox/3.8,11.229.215.150
evt_001320,cust_80211,sess_0fc0e474,checkout_start,2025-08-22 20:49:23,list/app/categories,prod_4014,cat_books,email,tablet,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/16.6l4405.0 Mobile/82N393 Safari/532.0",59.114.15.79
evt_001321,cust_22513,sess_9e7b83da,search,2025-09-12 05:22:45,tag/wp-content/tags,prod_3652,cat_beauty,email,desktop,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/9515-01-23 03:26:03.563416 Firefox/3.6.20,22.230.1.184
evt_001322,cust_63153,sess_5414c7ce,page_view,2025-09-15 17:27:23,app/tags/tags,prod_2690,cat_books,email,mobile,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.1),219.32.249.127
evt_001323,cust_31631,sess_a936962a,search,2025-09-09 04:44:41,list,,,email,mobile,Opera/9.49.(X11; Linux i686; es-US) Presto/2.9.176 Version/11.00,141.199.169.36
evt_001324,cust_18690,sess_f32ffa31,purchase,2025-08-19 17:38:07,tag/explore,,,facebook,desktop,Mozilla/5.0 (Windows NT 11.0; tcy-IN; rv:1.9.0.20) Gecko/7833-09-18 20:09:15.071655 Firefox/11.0,87.225.243.199
evt_001325,cust_91208,sess_cbd2663f,product_view,2025-09-13 17:16:21,wp-content,,,direct,desktop,Opera/9.59.(Windows NT 5.1; ast-ES) Presto/2.9.181 Version/11.00,110.196.163.235
