snapshot_id,product_id,warehouse_id,snapshot_date,quantity_on_hand,quantity_reserved,quantity_available,reorder_point,reorder_quantity,supplier_id,last_received_date,unit_cost
snap_003018,prod_3379,wh_001,2025-08-30,423,26,397,95,146,supp_005,2025-09-03,98.31
snap_003019,prod_6083,wh_004,2025-09-08,178,33,145,57,149,supp_001,2025-09-15,44.14
snap_003020,prod_9875,wh_002,2025-08-25,371,30,341,56,189,supp_003,2025-09-12,533.16
snap_003021,prod_2784,wh_001,2025-09-01,415,30,385,45,90,supp_005,2025-07-20,108.16
snap_003022,prod_1392,wh_003,2025-08-20,460,2,458,54,50,supp_003,2025-08-13,196.09
snap_003023,prod_8218,wh_003,2025-09-11,28,45,0,73,142,supp_005,2025-07-30,449.43
snap_003024,prod_4209,wh_003,2025-09-11,411,12,399,99,104,supp_003,2025-07-27,699.69
snap_003025,prod_2870,wh_002,2025-08-25,377,2,375,76,137,supp_005,2025-07-24,533.66
snap_003026,prod_3077,wh_003,2025-08-30,233,15,218,72,159,supp_005,2025-08-01,246.95
snap_003027,prod_2927,wh_001,2025-08-31,135,25,110,83,127,supp_001,2025-08-22,414.76
snap_003028,prod_6729,wh_003,2025-09-14,350,10,340,65,98,supp_001,2025-08-18,138.18
snap_003029,prod_5682,wh_003,2025-09-02,345,50,295,13,67,supp_003,2025-08-02,463.0
snap_003030,prod_9457,wh_003,2025-09-12,271,44,227,79,58,supp_004,2025-08-12,904.95
snap_003031,prod_9490,wh_002,2025-08-24,342,4,338,40,118,supp_001,2025-08-27,640.13
snap_003032,prod_3688,wh_003,2025-08-18,82,7,75,31,78,supp_002,2025-08-02,488.51
snap_003033,prod_1189,wh_003,2025-09-13,463,13,450,48,62,supp_001,2025-08-11,868.16
snap_003034,prod_9824,wh_005,2025-09-01,32,16,16,31,124,supp_004,2025-09-15,793.87
snap_003035,prod_5874,wh_003,2025-09-10,186,29,157,11,119,supp_002,2025-08-02,40.51
snap_003036,prod_1351,wh_005,2025-09-12,119,8,111,83,95,supp_002,2025-09-03,805.34
snap_003037,prod_3565,wh_002,2025-09-14,19,18,1,69,180,supp_002,2025-07-31,147.4
snap_003038,prod_2501,wh_003,2025-08-21,331,40,291,10,75,supp_001,2025-08-14,930.02
snap_003039,prod_4547,wh_002,2025-09-10,411,47,364,23,93,supp_001,2025-08-21,75.52
snap_003040,prod_4148,wh_002,2025-09-12,337,12,325,48,176,supp_001,2025-08-13,332.26
snap_003041,prod_6375,wh_003,2025-08-25,438,2,436,95,150,supp_002,2025-09-07,360.91
snap_003042,prod_6203,wh_005,2025-08-31,144,5,139,22,70,supp_005,2025-09-04,18.1
snap_003043,prod_9675,wh_002,2025-09-14,448,19,429,35,152,supp_004,2025-08-12,332.0
snap_003044,prod_3101,wh_002,2025-09-01,75,22,53,81,186,supp_001,2025-09-13,694.25
snap_003045,prod_5093,wh_002,2025-08-17,77,24,53,32,133,supp_003,2025-09-08,480.94
snap_003046,prod_2781,wh_001,2025-08-17,116,50,66,36,139,supp_005,2025-07-21,812.17
snap_003047,prod_7886,wh_004,2025-09-02,371,23,348,100,163,supp_003,2025-07-27,958.5
snap_003048,prod_2257,wh_005,2025-08-29,417,42,375,46,95,supp_002,2025-09-05,953.77
snap_003049,prod_4797,wh_003,2025-08-26,85,20,65,87,153,supp_002,2025-08-24,549.37
snap_003050,prod_1841,wh_005,2025-08-30,441,38,403,89,166,supp_001,2025-08-10,396.78
snap_003051,prod_6919,wh_001,2025-08-20,387,6,381,10,186,supp_002,2025-08-10,968.02
snap_003052,prod_3369,wh_004,2025-08-21,403,38,365,39,180,supp_005,2025-08-14,568.82
snap_003053,prod_8298,wh_005,2025-08-23,101,17,84,38,76,supp_001,2025-08-16,529.83
snap_003054,prod_1204,wh_005,2025-09-12,346,33,313,87,118,supp_001,2025-09-03,456.85
snap_003055,prod_5616,wh_002,2025-09-03,152,20,132,67,179,supp_003,2025-09-06,701.86
snap_003056,prod_5333,wh_001,2025-09-02,306,30,276,17,100,supp_005,2025-08-06,78.33
snap_003057,prod_8033,wh_002,2025-08-23,147,30,117,77,142,supp_004,2025-08-08,182.28
snap_003058,prod_2084,wh_002,2025-08-30,295,19,276,61,181,supp_005,2025-09-10,481.17
snap_003059,prod_9720,wh_001,2025-08-30,304,19,285,66,168,supp_004,2025-08-20,190.84
snap_003060,prod_2335,wh_003,2025-08-24,205,34,171,45,199,supp_001,2025-07-26,162.94
snap_003061,prod_2149,wh_004,2025-08-21,49,40,9,54,81,supp_001,2025-08-16,797.84
snap_003062,prod_3980,wh_005,2025-08-20,313,34,279,94,168,supp_002,2025-08-03,32.62
snap_003063,prod_7203,wh_004,2025-09-07,500,10,490,80,75,supp_005,2025-08-23,156.84
snap_003064,prod_4102,wh_002,2025-09-05,428,37,391,95,192,supp_002,2025-08-09,692.53
snap_003065,prod_8625,wh_001,2025-09-08,328,19,309,51,65,supp_002,2025-08-04,218.19
snap_003066,prod_5462,wh_004,2025-08-24,77,17,60,76,73,supp_005,2025-09-04,647.76
snap_003067,prod_5712,wh_005,2025-09-04,400,25,375,14,121,supp_001,2025-08-24,786.75
snap_003068,prod_5327,wh_002,2025-09-02,98,22,76,72,135,supp_004,2025-08-14,503.36
snap_003069,prod_2257,wh_002,2025-08-18,17,34,0,78,146,supp_003,2025-07-26,971.97
snap_003070,prod_9211,wh_005,2025-08-27,123,10,113,27,155,supp_004,2025-08-06,16.87
snap_003071,prod_8118,wh_003,2025-09-02,38,29,9,81,198,supp_002,2025-09-03,936.83
snap_003072,prod_5561,wh_003,2025-08-31,292,27,265,47,108,supp_005,2025-08-13,325.9
snap_003073,prod_6508,wh_002,2025-09-01,287,2,285,50,198,supp_003,2025-08-21,701.92
snap_003074,prod_6419,wh_003,2025-08-23,327,33,294,99,125,supp_003,2025-08-25,869.1
snap_003075,prod_3881,wh_002,2025-08-23,182,23,159,72,138,supp_002,2025-08-16,46.71
snap_003076,prod_3038,wh_005,2025-08-19,21,29,0,43,85,supp_005,2025-08-09,759.73
snap_003077,prod_9047,wh_002,2025-09-07,431,3,428,12,64,supp_002,2025-08-20,741.78
snap_003078,prod_6081,wh_003,2025-09-07,203,34,169,94,106,supp_002,2025-08-08,847.47
snap_003079,prod_7022,wh_004,2025-08-22,492,23,469,93,64,supp_005,2025-09-06,227.59
snap_003080,prod_9253,wh_001,2025-09-11,40,19,21,29,200,supp_002,2025-09-07,744.54
snap_003081,prod_3587,wh_002,2025-08-19,496,26,470,33,50,supp_002,2025-09-09,328.22
snap_003082,prod_9282,wh_002,2025-09-05,326,0,326,51,171,supp_003,2025-07-26,371.08
snap_003083,prod_3311,wh_001,2025-08-22,253,43,210,44,65,supp_002,2025-08-04,66.54
snap_003084,prod_2151,wh_001,2025-08-19,492,14,478,23,171,supp_004,2025-08-09,729.79
snap_003085,prod_7287,wh_001,2025-08-20,261,39,222,37,67,supp_001,2025-07-24,122.16
snap_003086,prod_2116,wh_005,2025-08-26,462,49,413,30,50,supp_004,2025-08-09,345.09
snap_003087,prod_2851,wh_002,2025-08-25,6,31,0,12,72,supp_004,2025-09-05,753.72
snap_003088,prod_5995,wh_004,2025-09-10,461,3,458,80,122,supp_005,2025-09-05,741.48
snap_003089,prod_4178,wh_004,2025-08-21,362,11,351,95,92,supp_004,2025-08-13,835.12
snap_003090,prod_2030,wh_001,2025-09-15,471,49,422,36,160,supp_002,2025-07-24,612.67
snap_003091,prod_4677,wh_002,2025-08-25,294,4,290,83,164,supp_002,2025-09-12,87.98
snap_003092,prod_8586,wh_003,2025-09-06,212,6,206,32,199,supp_003,2025-09-02,590.05
snap_003093,prod_2769,wh_001,2025-08-28,375,5,370,41,168,supp_003,2025-09-06,150.02
snap_003094,prod_4741,wh_005,2025-08-25,145,9,136,65,120,supp_004,2025-09-10,406.87
snap_003095,prod_6380,wh_001,2025-08-24,115,7,108,10,186,supp_003,2025-09-15,233.32
snap_003096,prod_5840,wh_004,2025-09-07,323,25,298,89,199,supp_005,2025-08-27,812.57
snap_003097,prod_2546,wh_002,2025-09-15,387,48,339,42,51,supp_001,2025-08-03,263.67
snap_003098,prod_7287,wh_002,2025-09-15,52,31,21,74,136,supp_004,2025-09-04,118.51
snap_003099,prod_3776,wh_001,2025-08-24,73,21,52,89,200,supp_005,2025-07-23,96.67
snap_003100,prod_7757,wh_002,2025-08-29,356,0,356,22,92,supp_004,2025-08-07,827.29
snap_003101,prod_7089,wh_003,2025-09-14,450,10,440,36,89,supp_003,2025-07-18,669.49
snap_003102,prod_4868,wh_003,2025-08-22,359,36,323,96,74,supp_002,2025-09-05,381.21
snap_003103,prod_4156,wh_002,2025-09-05,454,4,450,37,85,supp_004,2025-07-19,655.99
snap_003104,prod_1953,wh_003,2025-09-02,264,24,240,93,148,supp_002,2025-09-09,403.56
snap_003105,prod_7792,wh_004,2025-08-17,304,32,272,60,83,supp_004,2025-08-25,577.76
snap_003106,prod_2786,wh_003,2025-09-13,190,45,145,25,99,supp_002,2025-09-15,206.17
snap_003107,prod_1511,wh_003,2025-09-14,22,5,17,53,77,supp_004,2025-09-01,943.11
snap_003108,prod_6079,wh_002,2025-08-18,260,0,260,80,83,supp_002,2025-09-04,366.01
snap_003109,prod_9461,wh_005,2025-09-14,90,32,58,47,172,supp_004,2025-08-07,942.76
snap_003110,prod_4920,wh_004,2025-08-26,426,3,423,38,74,supp_002,2025-08-14,93.13
snap_003111,prod_1693,wh_005,2025-09-04,481,0,481,22,50,supp_003,2025-08-13,251.95
snap_003112,prod_1356,wh_002,2025-08-20,41,35,6,54,103,supp_003,2025-08-13,783.18
snap_003113,prod_1027,wh_002,2025-08-19,380,32,348,65,176,supp_003,2025-08-16,484.14
snap_003114,prod_4996,wh_005,2025-08-26,415,35,380,16,94,supp_002,2025-09-14,480.81
snap_003115,prod_6707,wh_001,2025-08-29,403,12,391,97,145,supp_001,2025-07-27,547.86
snap_003116,prod_3042,wh_001,2025-09-12,369,29,340,13,77,supp_002,2025-07-27,898.41
snap_003117,prod_3039,wh_004,2025-08-23,65,36,29,80,61,supp_003,2025-07-30,283.23
snap_003118,prod_8534,wh_004,2025-09-01,401,10,391,37,83,supp_003,2025-07-20,534.78
snap_003119,prod_5178,wh_004,2025-08-30,265,22,243,12,170,supp_001,2025-09-13,889.68
snap_003120,prod_2723,wh_003,2025-09-14,52,44,8,27,79,supp_004,2025-08-19,608.96
snap_003121,prod_9988,wh_001,2025-09-08,217,9,208,52,185,supp_005,2025-07-27,382.93
snap_003122,prod_4354,wh_003,2025-09-04,341,28,313,56,116,supp_003,2025-08-31,816.92
snap_003123,prod_3043,wh_002,2025-08-19,249,20,229,93,100,supp_004,2025-08-26,128.07
snap_003124,prod_5331,wh_004,2025-09-06,367,6,361,17,199,supp_001,2025-08-02,831.55
snap_003125,prod_5686,wh_005,2025-09-07,312,45,267,31,194,supp_001,2025-08-31,22.29
snap_003126,prod_8766,wh_002,2025-09-07,269,23,246,84,179,supp_001,2025-07-24,996.37
snap_003127,prod_1414,wh_002,2025-08-25,223,35,188,52,180,supp_001,2025-08-12,507.74
snap_003128,prod_4258,wh_004,2025-08-30,233,16,217,73,194,supp_001,2025-08-23,514.26
snap_003129,prod_9275,wh_001,2025-09-13,284,26,258,100,156,supp_004,2025-07-22,565.94
snap_003130,prod_3636,wh_005,2025-08-21,333,21,312,54,63,supp_001,2025-09-15,758.72
snap_003131,prod_3554,wh_001,2025-08-31,497,38,459,40,125,supp_001,2025-07-30,724.07
snap_003132,prod_1466,wh_005,2025-08-19,114,3,111,92,143,supp_004,2025-07-31,703.56
snap_003133,prod_8062,wh_005,2025-09-04,60,6,54,83,123,supp_001,2025-09-10,377.42
snap_003134,prod_4007,wh_002,2025-09-01,70,45,25,62,76,supp_005,2025-08-27,710.39
snap_003135,prod_2941,wh_001,2025-08-23,328,25,303,61,150,supp_001,2025-08-04,62.34
snap_003136,prod_9413,wh_004,2025-08-23,335,46,289,21,188,supp_003,2025-07-31,778.64
snap_003137,prod_3638,wh_002,2025-08-28,164,13,151,14,55,supp_004,2025-07-21,126.01
snap_003138,prod_9822,wh_005,2025-08-18,445,28,417,51,101,supp_004,2025-08-11,71.64
snap_003139,prod_7834,wh_002,2025-09-15,293,27,266,34,61,supp_004,2025-08-19,291.88
snap_003140,prod_8249,wh_004,2025-08-18,248,16,232,15,161,supp_001,2025-09-06,333.79
snap_003141,prod_2080,wh_005,2025-09-09,83,11,72,42,152,supp_005,2025-09-07,782.23
snap_003142,prod_1851,wh_002,2025-08-30,8,44,0,29,129,supp_001,2025-08-30,67.94
snap_003143,prod_9001,wh_004,2025-09-03,442,37,405,43,175,supp_005,2025-09-05,742.32
snap_003144,prod_1073,wh_002,2025-09-11,448,4,444,70,165,supp_003,2025-08-13,932.59
snap_003145,prod_4276,wh_003,2025-09-13,295,8,287,57,113,supp_002,2025-09-06,339.52
snap_003146,prod_6454,wh_003,2025-08-31,263,37,226,36,71,supp_001,2025-08-12,947.67
snap_003147,prod_9743,wh_004,2025-08-28,471,33,438,13,108,supp_001,2025-08-29,19.83
snap_003148,prod_6688,wh_002,2025-08-22,458,4,454,87,156,supp_003,2025-09-09,848.24
snap_003149,prod_5366,wh_004,2025-09-01,1,34,0,33,158,supp_002,2025-08-15,893.35
snap_003150,prod_7513,wh_002,2025-09-09,248,21,227,69,88,supp_003,2025-08-12,962.58
snap_003151,prod_3893,wh_002,2025-08-28,188,49,139,16,102,supp_005,2025-08-21,886.1
snap_003152,prod_1092,wh_005,2025-09-03,216,41,175,24,198,supp_004,2025-08-16,685.01
snap_003153,prod_6159,wh_002,2025-09-15,364,27,337,44,143,supp_003,2025-09-13,340.29
snap_003154,prod_7515,wh_004,2025-08-30,60,9,51,41,55,supp_001,2025-08-11,606.88
snap_003155,prod_4417,wh_005,2025-09-10,80,45,35,78,57,supp_005,2025-08-28,936.73
snap_003156,prod_4176,wh_004,2025-09-05,354,35,319,91,75,supp_003,2025-08-15,535.17
snap_003157,prod_9162,wh_004,2025-09-06,227,46,181,13,82,supp_004,2025-08-01,815.8
snap_003158,prod_5761,wh_005,2025-08-25,184,45,139,12,117,supp_004,2025-09-13,821.69
snap_003159,prod_4117,wh_001,2025-09-11,438,16,422,75,135,supp_005,2025-08-02,636.87
snap_003160,prod_8903,wh_002,2025-09-07,108,41,67,60,93,supp_004,2025-07-30,159.3
snap_003161,prod_4000,wh_001,2025-08-25,413,30,383,74,78,supp_004,2025-07-31,407.96
snap_003162,prod_3330,wh_004,2025-08-24,43,33,10,40,174,supp_001,2025-07-24,452.21
snap_003163,prod_5311,wh_004,2025-08-30,434,33,401,74,135,supp_003,2025-08-15,466.06
snap_003164,prod_7989,wh_002,2025-09-02,413,49,364,59,86,supp_005,2025-07-29,619.5
snap_003165,prod_5069,wh_004,2025-08-24,409,35,374,62,121,supp_003,2025-08-31,65.09
snap_003166,prod_4302,wh_005,2025-08-26,93,35,58,44,114,supp_003,2025-08-26,899.93
snap_003167,prod_4975,wh_005,2025-09-12,364,9,355,61,58,supp_003,2025-09-12,646.22
snap_003168,prod_3985,wh_001,2025-09-04,329,37,292,35,76,supp_003,2025-09-02,260.64
snap_003169,prod_3883,wh_002,2025-08-24,297,45,252,30,107,supp_001,2025-07-28,906.21
snap_003170,prod_4584,wh_004,2025-09-11,492,50,442,48,164,supp_002,2025-07-19,128.23
snap_003171,prod_6409,wh_001,2025-08-24,368,42,326,17,107,supp_002,2025-09-03,702.09
snap_003172,prod_8662,wh_002,2025-09-14,478,40,438,28,94,supp_004,2025-07-18,589.77
snap_003173,prod_5574,wh_004,2025-09-03,291,41,250,67,96,supp_003,2025-08-27,20.58
snap_003174,prod_6947,wh_003,2025-09-12,217,32,185,78,147,supp_003,2025-08-17,768.3
snap_003175,prod_4745,wh_003,2025-08-25,445,29,416,70,187,supp_004,2025-08-31,332.17
snap_003176,prod_1635,wh_005,2025-08-24,310,42,268,94,152,supp_003,2025-08-01,762.0
snap_003177,prod_4657,wh_005,2025-09-05,11,47,0,63,70,supp_001,2025-09-03,562.39
snap_003178,prod_5080,wh_001,2025-08-17,297,50,247,99,50,supp_003,2025-09-03,652.65
snap_003179,prod_3558,wh_004,2025-09-06,480,10,470,90,195,supp_005,2025-08-03,678.25
snap_003180,prod_7240,wh_003,2025-08-24,493,43,450,19,120,supp_002,2025-08-14,86.63
snap_003181,prod_4981,wh_003,2025-08-24,56,21,35,69,57,supp_001,2025-08-30,991.63
snap_003182,prod_7645,wh_005,2025-09-12,447,49,398,37,128,supp_001,2025-08-03,908.67
snap_003183,prod_3395,wh_002,2025-09-06,468,47,421,57,189,supp_002,2025-08-10,47.41
snap_003184,prod_6071,wh_005,2025-09-03,131,11,120,36,160,supp_002,2025-08-02,661.71
snap_003185,prod_6253,wh_004,2025-08-21,301,18,283,15,200,supp_003,2025-08-25,494.28
snap_003186,prod_2098,wh_002,2025-08-20,331,17,314,40,107,supp_005,2025-09-09,766.49
snap_003187,prod_4973,wh_005,2025-09-10,395,18,377,71,91,supp_004,2025-07-21,446.57
snap_003188,prod_3339,wh_003,2025-09-10,240,49,191,80,165,supp_003,2025-08-14,429.38
snap_003189,prod_7108,wh_001,2025-09-14,145,16,129,98,77,supp_001,2025-08-28,798.15
snap_003190,prod_2585,wh_004,2025-09-09,481,24,457,52,183,supp_002,2025-07-28,13.93
snap_003191,prod_7675,wh_002,2025-08-23,57,7,50,49,115,supp_005,2025-08-16,100.11
snap_003192,prod_1188,wh_005,2025-08-30,197,46,151,12,67,supp_004,2025-08-24,458.37
snap_003193,prod_1769,wh_002,2025-08-29,431,29,402,97,60,supp_001,2025-07-31,479.43
snap_003194,prod_3938,wh_004,2025-09-10,230,37,193,38,183,supp_003,2025-07-30,247.67
snap_003195,prod_8113,wh_002,2025-08-22,296,6,290,63,189,supp_005,2025-08-17,610.92
snap_003196,prod_1125,wh_004,2025-09-04,263,47,216,91,117,supp_003,2025-07-30,174.18
snap_003197,prod_6916,wh_005,2025-08-24,125,1,124,34,55,supp_005,2025-09-05,125.18
snap_003198,prod_2046,wh_005,2025-08-19,288,35,253,40,169,supp_004,2025-08-01,443.1
snap_003199,prod_5413,wh_005,2025-09-01,452,13,439,38,60,supp_003,2025-08-19,734.37
snap_003200,prod_9968,wh_004,2025-08-17,137,23,114,90,175,supp_004,2025-08-29,993.1
snap_003201,prod_1198,wh_002,2025-09-02,280,36,244,20,108,supp_003,2025-09-01,296.0
snap_003202,prod_6700,wh_005,2025-08-24,489,19,470,78,51,supp_001,2025-08-09,739.9
snap_003203,prod_9790,wh_003,2025-09-06,244,50,194,79,150,supp_004,2025-08-21,147.23
snap_003204,prod_4306,wh_003,2025-09-06,376,42,334,34,79,supp_001,2025-08-16,273.19
snap_003205,prod_1607,wh_002,2025-09-05,428,37,391,63,120,supp_004,2025-08-17,473.58
snap_003206,prod_4636,wh_004,2025-09-02,289,46,243,62,61,supp_003,2025-08-17,692.6
snap_003207,prod_6028,wh_001,2025-08-30,163,42,121,31,191,supp_001,2025-08-23,180.81
snap_003208,prod_8375,wh_001,2025-09-08,494,35,459,61,158,supp_003,2025-07-30,605.97
snap_003209,prod_5839,wh_001,2025-09-06,241,40,201,16,185,supp_004,2025-09-11,273.39
snap_003210,prod_2484,wh_003,2025-08-25,100,40,60,11,108,supp_004,2025-08-21,492.66
snap_003211,prod_2119,wh_004,2025-09-13,64,14,50,70,78,supp_002,2025-08-15,948.86
snap_003212,prod_1493,wh_004,2025-09-05,128,34,94,26,108,supp_003,2025-08-22,89.17
snap_003213,prod_2890,wh_001,2025-09-12,335,27,308,27,140,supp_002,2025-08-30,590.94
snap_003214,prod_1857,wh_003,2025-08-23,368,21,347,65,143,supp_002,2025-08-09,718.37
snap_003215,prod_5982,wh_004,2025-09-12,92,28,64,74,96,supp_002,2025-08-20,58.37
snap_003216,prod_5456,wh_004,2025-09-11,123,17,106,58,177,supp_002,2025-08-11,951.64
snap_003217,prod_3359,wh_002,2025-09-04,441,40,401,97,164,supp_005,2025-09-01,617.59
snap_003218,prod_9110,wh_002,2025-08-26,153,27,126,53,98,supp_004,2025-08-26,716.32
snap_003219,prod_1857,wh_003,2025-08-24,426,2,424,93,82,supp_001,2025-09-13,301.31
snap_003220,prod_1207,wh_001,2025-09-08,49,47,2,16,152,supp_003,2025-07-31,607.48
snap_003221,prod_8396,wh_001,2025-09-07,167,18,149,80,163,supp_001,2025-08-30,893.07
snap_003222,prod_9906,wh_001,2025-08-22,462,42,420,90,113,supp_002,2025-08-26,59.67
snap_003223,prod_1674,wh_004,2025-08-22,165,27,138,63,121,supp_002,2025-09-09,646.22
snap_003224,prod_4068,wh_004,2025-09-01,47,34,13,91,153,supp_002,2025-09-12,523.56
snap_003225,prod_6298,wh_003,2025-08-25,299,49,250,19,193,supp_002,2025-08-18,677.12
snap_003226,prod_8989,wh_004,2025-09-04,153,34,119,29,183,supp_003,2025-08-20,645.84
snap_003227,prod_8650,wh_001,2025-08-19,482,6,476,47,159,supp_002,2025-09-09,453.31
snap_003228,prod_2277,wh_005,2025-09-02,465,0,465,93,116,supp_002,2025-09-10,289.77
snap_003229,prod_3777,wh_003,2025-08-20,44,19,25,99,191,supp_003,2025-08-27,164.41
snap_003230,prod_9170,wh_005,2025-08-31,237,1,236,80,83,supp_002,2025-08-05,37.44
snap_003231,prod_1192,wh_003,2025-09-05,15,22,0,93,162,supp_003,2025-07-19,343.16
snap_003232,prod_3466,wh_002,2025-09-08,349,2,347,51,187,supp_004,2025-08-19,244.24
snap_003233,prod_1596,wh_005,2025-08-19,363,37,326,26,50,supp_003,2025-08-03,914.84
snap_003234,prod_8663,wh_003,2025-08-18,279,47,232,96,83,supp_003,2025-08-24,370.84
snap_003235,prod_5748,wh_004,2025-08-31,20,5,15,32,101,supp_005,2025-09-05,782.93
snap_003236,prod_9197,wh_003,2025-09-03,194,15,179,48,144,supp_004,2025-09-01,503.79
snap_003237,prod_4352,wh_001,2025-08-23,116,19,97,23,133,supp_005,2025-09-06,285.23
snap_003238,prod_8994,wh_001,2025-08-17,349,32,317,91,132,supp_003,2025-09-03,789.08
snap_003239,prod_5120,wh_002,2025-09-10,189,13,176,83,151,supp_005,2025-07-19,237.7
snap_003240,prod_9542,wh_003,2025-09-01,272,48,224,12,52,supp_004,2025-08-17,41.12
snap_003241,prod_7193,wh_005,2025-08-29,313,1,312,43,107,supp_004,2025-08-14,252.28
snap_003242,prod_1080,wh_005,2025-08-21,205,45,160,30,197,supp_004,2025-07-19,41.05
snap_003243,prod_1421,wh_003,2025-09-04,333,31,302,14,146,supp_002,2025-08-30,109.34
snap_003244,prod_9445,wh_003,2025-08-26,77,36,41,39,146,supp_005,2025-07-26,706.95
snap_003245,prod_5801,wh_001,2025-09-14,418,13,405,48,110,supp_002,2025-08-17,713.77
snap_003246,prod_2305,wh_001,2025-08-19,277,10,267,65,164,supp_001,2025-09-10,791.51
snap_003247,prod_8506,wh_001,2025-09-08,34,4,30,34,113,supp_001,2025-07-18,297.99
snap_003248,prod_2090,wh_003,2025-09-06,67,39,28,23,56,supp_003,2025-07-29,852.57
snap_003249,prod_2348,wh_005,2025-08-24,6,2,4,71,110,supp_004,2025-08-27,940.28
snap_003250,prod_9435,wh_001,2025-09-02,393,49,344,63,128,supp_001,2025-08-21,151.71
snap_003251,prod_2564,wh_001,2025-08-20,17,45,0,49,100,supp_003,2025-07-31,704.48
snap_003252,prod_9698,wh_002,2025-08-27,468,35,433,45,145,supp_004,2025-09-07,363.46
snap_003253,prod_4095,wh_001,2025-08-27,278,40,238,63,103,supp_002,2025-08-10,736.61
snap_003254,prod_3104,wh_003,2025-09-11,153,46,107,88,119,supp_001,2025-09-03,300.35
snap_003255,prod_3967,wh_001,2025-09-04,157,44,113,49,185,supp_003,2025-07-26,687.63
snap_003256,prod_3012,wh_003,2025-08-22,489,31,458,46,196,supp_003,2025-08-15,902.46
snap_003257,prod_1855,wh_003,2025-08-23,415,43,372,75,178,supp_001,2025-07-22,60.03
snap_003258,prod_3714,wh_005,2025-08-22,192,50,142,81,76,supp_003,2025-09-08,497.63
snap_003259,prod_1671,wh_005,2025-09-03,355,4,351,70,65,supp_004,2025-08-24,391.78
snap_003260,prod_6659,wh_002,2025-08-29,410,45,365,99,57,supp_001,2025-08-20,27.47
snap_003261,prod_5458,wh_004,2025-09-07,105,22,83,91,110,supp_005,2025-07-26,356.47
snap_003262,prod_5513,wh_004,2025-08-27,195,21,174,68,77,supp_002,2025-08-19,79.21
snap_003263,prod_9079,wh_001,2025-08-17,70,11,59,33,195,supp_005,2025-08-11,727.7
snap_003264,prod_9503,wh_005,2025-09-12,232,50,182,62,132,supp_005,2025-08-20,816.51
snap_003265,prod_9410,wh_005,2025-09-08,156,8,148,91,93,supp_002,2025-08-26,308.23
snap_003266,prod_8966,wh_003,2025-09-07,248,41,207,53,127,supp_004,2025-08-03,483.28
snap_003267,prod_5367,wh_005,2025-09-14,476,6,470,96,89,supp_002,2025-07-20,993.12
snap_003268,prod_7881,wh_003,2025-09-04,24,40,0,62,183,supp_002,2025-07-25,574.53
snap_003269,prod_7296,wh_002,2025-08-19,226,17,209,19,86,supp_001,2025-08-31,449.39
snap_003270,prod_2885,wh_005,2025-08-22,227,26,201,52,158,supp_001,2025-07-25,340.68
snap_003271,prod_1171,wh_003,2025-09-15,401,38,363,66,129,supp_004,2025-08-18,453.65
snap_003272,prod_8934,wh_005,2025-09-11,218,47,171,69,172,supp_005,2025-09-04,447.2
snap_003273,prod_2225,wh_003,2025-09-11,311,2,309,88,132,supp_003,2025-09-12,207.45
snap_003274,prod_3108,wh_002,2025-08-27,199,7,192,29,148,supp_001,2025-08-02,661.43
snap_003275,prod_1493,wh_005,2025-08-29,222,12,210,87,191,supp_001,2025-07-21,775.51
snap_003276,prod_4741,wh_003,2025-08-29,62,11,51,67,72,supp_001,2025-07-27,794.18
snap_003277,prod_9952,wh_005,2025-08-22,156,43,113,34,126,supp_005,2025-09-08,352.43
snap_003278,prod_8755,wh_003,2025-08-23,102,13,89,28,93,supp_002,2025-08-26,293.17
snap_003279,prod_6582,wh_003,2025-09-06,17,49,0,65,195,supp_002,2025-08-22,962.35
snap_003280,prod_6808,wh_003,2025-09-12,352,25,327,71,186,supp_002,2025-08-23,735.28
snap_003281,prod_5458,wh_004,2025-08-25,329,31,298,44,160,supp_004,2025-08-08,866.78
snap_003282,prod_2900,wh_004,2025-08-23,105,7,98,32,190,supp_001,2025-07-21,973.83
snap_003283,prod_5906,wh_002,2025-09-11,95,24,71,92,88,supp_001,2025-08-01,532.9
snap_003284,prod_6863,wh_001,2025-09-14,348,28,320,70,130,supp_004,2025-08-06,390.57
snap_003285,prod_3814,wh_005,2025-08-29,127,50,77,78,96,supp_002,2025-08-26,240.58
snap_003286,prod_9781,wh_001,2025-09-14,233,19,214,65,97,supp_002,2025-07-28,657.57
snap_003287,prod_1768,wh_002,2025-09-15,112,17,95,13,71,supp_005,2025-08-18,388.85
snap_003288,prod_4565,wh_004,2025-08-28,330,2,328,49,86,supp_003,2025-07-23,949.68
snap_003289,prod_2140,wh_004,2025-08-26,49,3,46,13,123,supp_001,2025-09-07,76.17
snap_003290,prod_7136,wh_002,2025-09-10,493,38,455,19,160,supp_003,2025-09-07,649.27
snap_003291,prod_8072,wh_005,2025-08-30,228,7,221,11,187,supp_002,2025-08-04,662.3
snap_003292,prod_2088,wh_004,2025-08-22,238,5,233,75,60,supp_001,2025-09-03,647.75
snap_003293,prod_4053,wh_003,2025-08-17,126,18,108,88,134,supp_004,2025-09-08,735.36
snap_003294,prod_1058,wh_005,2025-08-26,98,32,66,14,100,supp_005,2025-08-28,579.0
snap_003295,prod_3495,wh_003,2025-09-15,247,45,202,34,98,supp_005,2025-08-21,847.38
