transaction_id,order_id,customer_id,payment_method,payment_status,amount,currency,transaction_timestamp,processor_response_code,gateway_fee,merchant_id,billing_country,risk_score
txn_003045,ord_399578,cust_81247,google_pay,refunded,211.33,USD,2025-08-23 08:40:48,05,1.82,merch_4391,TD,11
txn_003046,ord_261574,cust_76725,credit_card,completed,1521.61,USD,2025-09-10 05:48:09,01,2.69,merch_9476,NE,30
txn_003047,ord_740753,cust_77722,debit_card,failed,1248.04,USD,2025-08-24 16:03:30,00,1.21,merch_5918,FJ,44
txn_003048,ord_929438,cust_92982,apple_pay,refunded,1111.73,USD,2025-09-11 08:33:38,61,1.54,merch_2452,RS,85
txn_003049,ord_137403,cust_93363,debit_card,pending,1983.46,USD,2025-09-08 18:06:28,01,2.92,merch_3367,FJ,76
txn_003050,ord_708498,cust_66838,bank_transfer,failed,651.99,USD,2025-09-10 04:31:57,51,2.43,merch_7837,AR,91
txn_003051,ord_960743,cust_31347,google_pay,failed,1753.15,USD,2025-09-06 07:50:29,61,3.22,merch_7720,FJ,58
txn_003052,ord_107541,cust_21992,credit_card,failed,1154.3,USD,2025-08-30 02:04:22,00,3.86,merch_5513,LS,59
txn_003053,ord_191632,cust_73874,debit_card,refunded,1339.54,USD,2025-08-31 16:03:35,00,3.07,merch_9255,SC,45
txn_003054,ord_973798,cust_65722,credit_card,refunded,283.0,USD,2025-08-22 19:39:55,05,3.77,merch_5552,WS,72
txn_003055,ord_449799,cust_34261,bank_transfer,failed,61.66,USD,2025-08-30 13:39:37,01,2.03,merch_8551,ST,37
txn_003056,ord_724056,cust_85212,bank_transfer,refunded,1172.27,USD,2025-08-30 16:36:37,14,2.85,merch_2730,AT,32
txn_003057,ord_650431,cust_27267,debit_card,failed,706.15,USD,2025-09-06 14:41:47,00,4.16,merch_9827,HT,4
txn_003058,ord_692284,cust_50548,paypal,failed,431.17,USD,2025-09-14 03:50:57,14,2.7,merch_1145,EG,60
txn_003059,ord_523048,cust_86501,paypal,refunded,1654.13,USD,2025-08-18 04:30:23,14,0.63,merch_2263,TD,88
txn_003060,ord_111538,cust_59693,apple_pay,failed,445.36,USD,2025-09-07 15:27:37,05,1.27,merch_7792,BD,31
txn_003061,ord_998700,cust_29467,google_pay,pending,1261.77,USD,2025-08-20 23:39:00,05,1.5,merch_9425,BE,83
txn_003062,ord_930160,cust_21981,paypal,completed,175.28,USD,2025-08-19 10:27:52,51,2.84,merch_6705,IT,17
txn_003063,ord_727073,cust_52604,paypal,pending,522.02,USD,2025-09-07 18:05:23,61,1.9,merch_9091,FM,31
txn_003064,ord_669421,cust_88144,google_pay,failed,1961.09,USD,2025-09-03 06:10:46,00,1.17,merch_7202,EG,1
txn_003065,ord_222351,cust_55419,google_pay,failed,1032.12,USD,2025-08-21 05:36:42,00,2.32,merch_8791,SA,11
txn_003066,ord_916021,cust_29713,google_pay,pending,311.71,USD,2025-08-21 08:51:56,05,0.3,merch_2983,VE,53
txn_003067,ord_356251,cust_92441,apple_pay,pending,1499.35,USD,2025-09-14 10:20:19,61,4.96,merch_9280,CI,22
txn_003068,ord_942926,cust_28399,google_pay,failed,375.92,USD,2025-08-31 23:24:08,61,3.81,merch_5700,SD,74
txn_003069,ord_436335,cust_57630,paypal,refunded,860.11,USD,2025-09-09 00:38:17,00,0.61,merch_6880,PK,99
txn_003070,ord_472670,cust_69098,bank_transfer,refunded,16.89,USD,2025-09-07 00:28:26,51,1.22,merch_7461,PT,29
txn_003071,ord_942667,cust_89213,credit_card,refunded,1894.65,USD,2025-09-01 02:49:36,61,4.75,merch_2336,VA,41
txn_003072,ord_277000,cust_10241,bank_transfer,completed,871.36,USD,2025-09-15 21:01:43,51,1.08,merch_8261,KI,49
txn_003073,ord_688587,cust_39845,credit_card,pending,1820.24,USD,2025-09-12 03:20:12,51,3.67,merch_9979,MA,60
txn_003074,ord_235518,cust_58153,credit_card,failed,1702.81,USD,2025-09-15 05:01:40,61,2.01,merch_7908,ZA,52
txn_003075,ord_378657,cust_95351,debit_card,refunded,1163.58,USD,2025-09-15 18:38:10,14,2.63,merch_7984,NI,57
txn_003076,ord_534253,cust_72098,debit_card,failed,495.41,USD,2025-09-10 11:36:20,61,3.82,merch_4021,VA,83
txn_003077,ord_939430,cust_52671,apple_pay,refunded,763.0,USD,2025-08-31 00:49:10,01,4.63,merch_2306,LK,63
txn_003078,ord_344236,cust_93625,google_pay,pending,1760.02,USD,2025-09-01 01:40:15,00,3.24,merch_3650,UZ,58
txn_003079,ord_858334,cust_95898,credit_card,pending,34.95,USD,2025-08-30 22:00:53,61,4.08,merch_2027,TV,51
txn_003080,ord_592717,cust_67733,bank_transfer,pending,584.83,USD,2025-09-10 02:55:08,05,0.52,merch_9597,MV,29
txn_003081,ord_256028,cust_20913,debit_card,refunded,1918.92,USD,2025-08-31 18:56:55,61,2.02,merch_4690,GD,80
txn_003082,ord_461551,cust_99609,google_pay,refunded,148.76,USD,2025-08-23 02:58:50,14,2.92,merch_1433,MA,83
txn_003083,ord_559519,cust_74117,paypal,completed,1915.42,USD,2025-09-06 15:55:54,61,1.78,merch_6378,MN,80
txn_003084,ord_913710,cust_90190,bank_transfer,failed,211.09,USD,2025-08-29 03:05:00,61,3.38,merch_5830,EE,65
txn_003085,ord_153029,cust_25613,credit_card,failed,1369.22,USD,2025-08-19 15:29:44,51,0.9,merch_8219,TJ,39
txn_003086,ord_232153,cust_52003,credit_card,completed,1990.79,USD,2025-08-26 10:55:37,05,0.99,merch_8826,BT,68
txn_003087,ord_359642,cust_13068,debit_card,completed,561.57,USD,2025-09-15 23:50:52,61,1.42,merch_8054,PE,46
txn_003088,ord_828690,cust_49594,google_pay,refunded,938.31,USD,2025-09-08 18:58:43,00,2.35,merch_4762,CY,49
txn_003089,ord_279624,cust_14159,paypal,pending,529.75,USD,2025-08-18 01:19:55,00,4.19,merch_6086,US,6
txn_003090,ord_407451,cust_67043,credit_card,completed,1623.19,USD,2025-09-04 19:30:48,14,2.21,merch_5252,SZ,74
txn_003091,ord_524691,cust_35250,credit_card,completed,1055.26,USD,2025-08-23 05:33:40,05,1.33,merch_1603,UY,51
txn_003092,ord_882021,cust_66601,apple_pay,failed,570.49,USD,2025-08-28 09:17:13,14,0.93,merch_4551,KE,37
txn_003093,ord_447760,cust_14026,debit_card,pending,1568.19,USD,2025-08-31 19:44:52,05,2.43,merch_3876,MN,97
txn_003094,ord_417504,cust_63254,bank_transfer,pending,369.83,USD,2025-09-10 17:18:57,14,4.97,merch_1807,KM,38
txn_003095,ord_704233,cust_21681,credit_card,completed,656.12,USD,2025-09-08 16:48:44,01,1.04,merch_3680,GW,40
txn_003096,ord_263053,cust_95607,paypal,failed,824.28,USD,2025-09-01 00:22:59,00,0.64,merch_4922,TR,82
txn_003097,ord_762572,cust_11261,credit_card,refunded,994.17,USD,2025-09-06 02:45:14,61,3.18,merch_1570,NR,42
txn_003098,ord_604745,cust_94897,apple_pay,completed,315.47,USD,2025-09-09 14:15:01,05,4.59,merch_2522,TM,28
txn_003099,ord_549836,cust_74468,credit_card,pending,1264.12,USD,2025-08-26 10:34:05,05,0.53,merch_7557,CU,83
txn_003100,ord_964432,cust_49676,credit_card,failed,1785.6,USD,2025-08-25 04:54:47,14,3.02,merch_5439,RS,67
txn_003101,ord_988884,cust_64149,credit_card,pending,286.06,USD,2025-08-28 11:30:28,05,4.24,merch_6515,NI,53
txn_003102,ord_480761,cust_10473,google_pay,failed,1196.1,USD,2025-08-17 19:02:15,51,1.95,merch_7165,SN,56
txn_003103,ord_502432,cust_71677,debit_card,pending,701.99,USD,2025-08-28 02:14:35,61,2.36,merch_3081,LI,53
txn_003104,ord_210831,cust_64548,bank_transfer,refunded,1736.46,USD,2025-09-13 01:35:14,14,2.2,merch_8067,AR,65
txn_003105,ord_200839,cust_49292,paypal,completed,858.23,USD,2025-09-13 02:25:15,05,1.18,merch_4924,SG,74
txn_003106,ord_825534,cust_38684,google_pay,refunded,1381.92,USD,2025-09-08 00:09:56,14,3.53,merch_3411,NI,39
txn_003107,ord_919520,cust_58304,bank_transfer,completed,1757.49,USD,2025-09-08 03:59:49,51,4.09,merch_8856,MC,64
txn_003108,ord_279781,cust_34486,bank_transfer,pending,1696.75,USD,2025-09-01 00:32:38,05,3.32,merch_5079,QA,79
txn_003109,ord_929563,cust_81222,debit_card,refunded,1757.81,USD,2025-08-24 08:52:19,00,2.93,merch_4209,NO,64
txn_003110,ord_487487,cust_46914,google_pay,completed,1900.85,USD,2025-08-22 03:30:47,05,1.3,merch_7738,ER,29
txn_003111,ord_409860,cust_88950,debit_card,pending,1956.24,USD,2025-09-09 14:08:40,05,1.57,merch_2372,AF,28
txn_003112,ord_653897,cust_37465,credit_card,pending,1159.72,USD,2025-08-20 02:26:20,61,2.9,merch_3757,LB,23
txn_003113,ord_445348,cust_18345,paypal,completed,1967.37,USD,2025-08-18 12:10:32,14,3.76,merch_3660,ZA,5
txn_003114,ord_357655,cust_16274,paypal,completed,485.98,USD,2025-08-21 01:17:04,14,4.66,merch_9650,FR,20
txn_003115,ord_990407,cust_46146,bank_transfer,completed,79.18,USD,2025-09-03 06:56:29,51,4.91,merch_8042,DK,76
txn_003116,ord_839890,cust_79750,bank_transfer,completed,747.8,USD,2025-09-07 21:14:41,01,4.35,merch_9035,BJ,74
txn_003117,ord_540572,cust_21549,google_pay,failed,1854.21,USD,2025-08-24 21:01:49,01,0.95,merch_1781,NP,24
txn_003118,ord_730939,cust_23878,apple_pay,refunded,143.59,USD,2025-08-22 20:37:52,61,2.15,merch_7508,IT,51
txn_003119,ord_400480,cust_35325,paypal,pending,570.87,USD,2025-08-29 01:20:59,51,4.19,merch_3692,SA,57
txn_003120,ord_807826,cust_48590,debit_card,refunded,637.02,USD,2025-08-28 02:57:36,51,2.34,merch_4459,AU,15
txn_003121,ord_555240,cust_34430,apple_pay,refunded,1513.44,USD,2025-09-10 14:46:12,00,3.28,merch_3604,KN,95
txn_003122,ord_440986,cust_23288,credit_card,completed,1021.05,USD,2025-09-14 00:11:34,00,1.66,merch_5774,PE,28
txn_003123,ord_215120,cust_99381,google_pay,failed,921.77,USD,2025-09-08 04:49:12,05,3.99,merch_4600,PW,53
txn_003124,ord_971129,cust_90570,debit_card,pending,1113.26,USD,2025-08-28 01:05:25,05,3.4,merch_5535,ZW,25
txn_003125,ord_782975,cust_45563,bank_transfer,failed,682.5,USD,2025-08-30 00:00:54,00,4.71,merch_3637,PK,49
txn_003126,ord_649660,cust_62324,apple_pay,pending,52.91,USD,2025-09-05 02:05:08,05,2.4,merch_5850,SO,83
txn_003127,ord_236815,cust_17839,google_pay,pending,566.67,USD,2025-09-11 07:24:04,61,3.14,merch_2259,LI,49
txn_003128,ord_986101,cust_57996,bank_transfer,failed,1748.89,USD,2025-09-13 17:42:33,51,0.72,merch_2230,RS,8
txn_003129,ord_442181,cust_67253,debit_card,pending,812.69,USD,2025-09-11 20:44:03,51,2.26,merch_6366,MC,52
txn_003130,ord_320752,cust_27513,paypal,failed,1208.68,USD,2025-09-02 11:34:30,01,4.71,merch_2833,AF,18
txn_003131,ord_310433,cust_56139,apple_pay,refunded,720.11,USD,2025-09-13 23:53:53,05,4.03,merch_6722,BN,86
txn_003132,ord_563452,cust_71204,google_pay,completed,1874.08,USD,2025-09-01 20:50:01,00,1.21,merch_3175,SM,97
txn_003133,ord_720762,cust_66167,bank_transfer,completed,688.26,USD,2025-08-26 16:51:40,01,4.21,merch_6738,VU,29
txn_003134,ord_244231,cust_57888,debit_card,refunded,175.96,USD,2025-09-03 08:38:13,14,1.34,merch_3841,MY,11
txn_003135,ord_742439,cust_47603,credit_card,refunded,947.83,USD,2025-08-27 21:10:21,05,4.0,merch_5100,RU,45
txn_003136,ord_361144,cust_94368,paypal,completed,1860.92,USD,2025-09-06 01:56:20,51,0.35,merch_2946,GH,22
txn_003137,ord_641885,cust_66213,credit_card,failed,974.07,USD,2025-08-19 17:47:20,00,3.66,merch_2223,LI,95
txn_003138,ord_180213,cust_45304,credit_card,pending,1655.03,USD,2025-09-13 06:06:43,51,4.92,merch_6006,PL,83
txn_003139,ord_464087,cust_47930,bank_transfer,pending,1273.12,USD,2025-09-05 09:10:35,05,3.27,merch_9510,LC,2
txn_003140,ord_658990,cust_87687,paypal,completed,167.78,USD,2025-09-07 03:54:17,00,2.95,merch_3925,DK,63
txn_003141,ord_198855,cust_10425,bank_transfer,pending,49.66,USD,2025-08-27 04:43:20,05,0.4,merch_9258,KH,92
txn_003142,ord_527609,cust_89516,paypal,failed,1772.48,USD,2025-08-21 14:34:53,05,0.53,merch_2342,FM,79
txn_003143,ord_879587,cust_83986,apple_pay,pending,336.53,USD,2025-09-09 15:19:50,05,0.61,merch_2904,DZ,87
txn_003144,ord_175311,cust_42372,google_pay,refunded,1338.76,USD,2025-08-24 11:13:46,14,4.53,merch_9964,MZ,75
txn_003145,ord_211080,cust_93669,credit_card,refunded,878.43,USD,2025-08-26 10:35:22,14,1.94,merch_9117,BD,70
txn_003146,ord_238188,cust_77633,debit_card,failed,1088.02,USD,2025-09-02 06:06:09,00,3.33,merch_9915,AT,41
txn_003147,ord_851156,cust_13480,debit_card,failed,894.42,USD,2025-08-31 03:59:24,01,0.55,merch_5281,CG,35
txn_003148,ord_905616,cust_80510,apple_pay,failed,1614.05,USD,2025-09-12 03:43:20,01,1.68,merch_1526,TR,35
txn_003149,ord_468980,cust_60276,bank_transfer,refunded,81.27,USD,2025-09-16 12:41:39,61,4.8,merch_9654,BH,81
txn_003150,ord_333371,cust_43900,paypal,failed,913.08,USD,2025-09-06 16:33:30,01,2.96,merch_4467,SI,92
txn_003151,ord_691858,cust_15982,bank_transfer,pending,1301.76,USD,2025-09-06 09:51:24,05,0.58,merch_6859,BY,49
txn_003152,ord_728374,cust_32727,bank_transfer,refunded,1143.27,USD,2025-08-22 03:10:09,14,3.29,merch_9192,GQ,65
txn_003153,ord_189928,cust_15796,apple_pay,completed,631.57,USD,2025-09-06 08:45:42,05,3.33,merch_3496,QA,10
txn_003154,ord_780019,cust_27057,credit_card,refunded,1708.69,USD,2025-09-08 21:54:25,51,3.73,merch_5392,SV,72
txn_003155,ord_269511,cust_61179,google_pay,failed,787.9,USD,2025-09-11 00:53:50,05,1.2,merch_9783,ML,40
txn_003156,ord_880600,cust_61499,apple_pay,refunded,1500.46,USD,2025-09-14 03:22:18,05,2.12,merch_1610,GB,99
txn_003157,ord_138971,cust_87734,bank_transfer,pending,810.73,USD,2025-09-02 07:15:18,14,2.4,merch_6951,KW,9
txn_003158,ord_799819,cust_34637,debit_card,failed,168.73,USD,2025-08-22 10:26:59,01,3.18,merch_1857,SG,88
txn_003159,ord_615778,cust_53311,bank_transfer,completed,1307.76,USD,2025-08-19 14:27:41,00,3.41,merch_4833,BA,77
txn_003160,ord_170917,cust_79554,paypal,refunded,1298.97,USD,2025-08-21 16:49:31,01,3.16,merch_9956,SE,45
txn_003161,ord_324013,cust_42019,bank_transfer,pending,1133.07,USD,2025-08-28 06:47:05,14,2.39,merch_9559,YE,81
txn_003162,ord_237419,cust_70583,credit_card,completed,1810.17,USD,2025-08-28 04:59:58,05,4.69,merch_5108,NL,7
txn_003163,ord_216532,cust_89841,paypal,completed,1031.35,USD,2025-09-07 17:41:47,61,1.26,merch_6181,SM,88
txn_003164,ord_145650,cust_16141,apple_pay,completed,1851.58,USD,2025-08-21 11:15:50,14,0.86,merch_2541,SG,81
txn_003165,ord_913609,cust_69160,apple_pay,refunded,748.94,USD,2025-09-01 15:37:18,05,1.56,merch_9668,SO,50
txn_003166,ord_222658,cust_93826,credit_card,pending,778.83,USD,2025-09-02 04:55:15,61,2.0,merch_8989,ES,54
txn_003167,ord_105913,cust_87574,google_pay,pending,667.75,USD,2025-08-19 19:23:17,01,4.59,merch_3354,NA,38
txn_003168,ord_146973,cust_48447,debit_card,pending,245.55,USD,2025-09-15 09:41:39,01,0.66,merch_1840,LC,95
txn_003169,ord_413183,cust_36941,credit_card,completed,1138.1,USD,2025-08-18 10:39:11,61,1.91,merch_1512,AG,36
txn_003170,ord_660667,cust_27816,google_pay,pending,1629.45,USD,2025-09-09 21:11:35,51,4.33,merch_3484,NO,25
txn_003171,ord_180112,cust_96839,apple_pay,pending,814.98,USD,2025-09-13 23:25:02,51,2.66,merch_9625,MU,66
txn_003172,ord_103474,cust_39170,credit_card,failed,647.21,USD,2025-08-26 18:11:43,61,0.87,merch_7893,AR,70
txn_003173,ord_737608,cust_82823,paypal,completed,1339.15,USD,2025-09-01 20:10:58,61,0.62,merch_7874,RU,31
txn_003174,ord_607176,cust_37598,paypal,refunded,1455.57,USD,2025-08-31 06:14:57,14,1.73,merch_8087,BW,49
txn_003175,ord_473329,cust_12838,google_pay,failed,1859.88,USD,2025-08-23 05:48:57,51,0.75,merch_4790,CL,72
txn_003176,ord_235054,cust_16635,paypal,failed,1854.6,USD,2025-08-20 08:40:07,01,2.56,merch_3855,NA,62
txn_003177,ord_627677,cust_56736,credit_card,completed,695.99,USD,2025-09-01 16:50:56,01,3.98,merch_2246,AU,91
txn_003178,ord_347125,cust_13386,apple_pay,completed,449.83,USD,2025-09-08 15:02:38,05,2.49,merch_8012,MY,96
txn_003179,ord_578758,cust_67374,credit_card,failed,1395.01,USD,2025-09-03 23:49:22,14,4.7,merch_2971,PY,4
txn_003180,ord_689778,cust_46422,apple_pay,refunded,668.93,USD,2025-09-03 00:40:01,01,2.25,merch_8242,TL,56
txn_003181,ord_340660,cust_21777,bank_transfer,failed,1467.31,USD,2025-08-26 21:22:53,05,1.79,merch_9658,GE,97
txn_003182,ord_143127,cust_21469,bank_transfer,failed,1493.72,USD,2025-09-15 09:42:07,61,2.58,merch_9555,ID,22
txn_003183,ord_616395,cust_10960,google_pay,pending,1728.07,USD,2025-09-16 15:11:23,05,3.16,merch_8253,SB,29
txn_003184,ord_258100,cust_83902,apple_pay,pending,222.45,USD,2025-09-06 13:00:57,51,2.7,merch_9112,TZ,66
txn_003185,ord_822877,cust_40485,paypal,pending,1259.95,USD,2025-09-06 18:01:30,00,1.06,merch_8332,KH,72
txn_003186,ord_937105,cust_21270,debit_card,pending,1908.58,USD,2025-09-11 22:56:02,00,1.24,merch_4319,BJ,18
txn_003187,ord_275483,cust_43392,credit_card,failed,938.6,USD,2025-08-26 14:02:31,51,2.71,merch_6114,NO,43
txn_003188,ord_379192,cust_11717,google_pay,completed,1652.99,USD,2025-09-16 13:55:45,51,2.62,merch_9703,IT,92
txn_003189,ord_113133,cust_22300,apple_pay,refunded,516.69,USD,2025-09-05 06:45:01,51,1.22,merch_8284,IQ,38
txn_003190,ord_387403,cust_67548,google_pay,refunded,1779.46,USD,2025-08-19 09:07:38,61,2.53,merch_1527,TN,74
txn_003191,ord_284179,cust_85674,google_pay,refunded,1373.76,USD,2025-09-08 08:26:37,61,4.16,merch_1457,SI,77
txn_003192,ord_509392,cust_85609,credit_card,refunded,1573.15,USD,2025-08-27 05:06:41,05,2.99,merch_9596,KH,53
txn_003193,ord_340408,cust_47564,paypal,pending,1057.52,USD,2025-08-23 17:37:22,51,4.02,merch_4681,FM,20
txn_003194,ord_223564,cust_31740,paypal,refunded,801.72,USD,2025-09-13 06:08:05,51,0.49,merch_7211,US,21
txn_003195,ord_192207,cust_65308,apple_pay,refunded,1744.9,USD,2025-09-12 22:48:22,05,1.51,merch_9484,BR,45
txn_003196,ord_278395,cust_74597,apple_pay,completed,1907.78,USD,2025-09-03 20:49:38,14,4.83,merch_6876,BY,24
txn_003197,ord_729746,cust_15475,google_pay,refunded,1451.14,USD,2025-08-19 10:09:37,61,2.32,merch_4689,FJ,78
txn_003198,ord_685309,cust_54411,bank_transfer,failed,282.87,USD,2025-09-16 06:11:03,51,3.98,merch_3297,MD,69
txn_003199,ord_210569,cust_46626,credit_card,pending,1436.68,USD,2025-08-30 22:50:59,61,3.89,merch_5614,BB,63
txn_003200,ord_573880,cust_72885,paypal,pending,1635.26,USD,2025-08-19 14:56:41,14,2.32,merch_5817,CI,7
txn_003201,ord_141650,cust_43810,debit_card,completed,741.03,USD,2025-09-14 00:49:58,14,3.7,merch_1632,PK,90
txn_003202,ord_360902,cust_29267,credit_card,failed,992.97,USD,2025-09-01 01:24:40,01,3.84,merch_2886,IL,57
txn_003203,ord_405893,cust_86922,paypal,pending,1713.16,USD,2025-08-21 21:43:45,61,2.06,merch_5333,AL,85
txn_003204,ord_816593,cust_45243,credit_card,refunded,1866.72,USD,2025-09-13 18:11:21,14,0.82,merch_7859,NZ,89
txn_003205,ord_111483,cust_94230,apple_pay,pending,50.3,USD,2025-08-30 08:58:55,61,4.71,merch_3708,MV,83
txn_003206,ord_692904,cust_24850,google_pay,failed,164.19,USD,2025-09-01 20:41:13,61,3.88,merch_1091,NR,57
txn_003207,ord_179563,cust_15301,credit_card,pending,1861.76,USD,2025-09-10 04:25:39,05,4.43,merch_1699,UA,70
txn_003208,ord_680100,cust_61615,paypal,failed,248.42,USD,2025-08-31 18:47:00,14,4.41,merch_4772,LU,43
txn_003209,ord_501180,cust_19932,debit_card,failed,1412.05,USD,2025-09-16 13:32:32,01,1.36,merch_1674,ET,17
txn_003210,ord_401630,cust_45804,google_pay,pending,201.3,USD,2025-09-12 06:35:17,05,3.18,merch_9983,NL,35
txn_003211,ord_788202,cust_91918,bank_transfer,pending,1234.71,USD,2025-09-02 18:31:19,01,2.43,merch_2770,BF,30
txn_003212,ord_856983,cust_58220,bank_transfer,failed,1544.82,USD,2025-08-28 16:47:42,14,2.84,merch_1147,AE,99
txn_003213,ord_580299,cust_56092,paypal,failed,769.78,USD,2025-09-04 06:51:35,05,2.75,merch_4295,LU,33
txn_003214,ord_830921,cust_12933,credit_card,failed,265.96,USD,2025-08-24 21:15:53,61,0.44,merch_7390,MZ,97
txn_003215,ord_270294,cust_88889,bank_transfer,pending,846.3,USD,2025-08-31 14:55:28,61,3.62,merch_5279,KI,69
txn_003216,ord_291022,cust_39271,credit_card,failed,559.23,USD,2025-08-23 02:24:41,00,1.21,merch_4446,AM,53
txn_003217,ord_832893,cust_63483,bank_transfer,failed,1906.06,USD,2025-09-06 17:26:52,01,4.33,merch_3742,CR,61
txn_003218,ord_707095,cust_44994,credit_card,pending,1190.77,USD,2025-09-05 06:44:40,01,4.0,merch_6320,BG,64
txn_003219,ord_582706,cust_59154,apple_pay,pending,497.8,USD,2025-08-23 07:32:32,51,4.44,merch_3177,TR,13
txn_003220,ord_317932,cust_59909,google_pay,failed,158.3,USD,2025-09-14 00:27:36,01,4.8,merch_1448,CG,96
txn_003221,ord_388091,cust_45523,google_pay,completed,355.14,USD,2025-09-03 21:13:21,05,1.22,merch_8768,BR,96
txn_003222,ord_608928,cust_27768,bank_transfer,completed,483.2,USD,2025-08-27 03:50:39,61,4.81,merch_5114,AU,29
txn_003223,ord_901996,cust_19382,credit_card,failed,830.31,USD,2025-09-13 18:52:48,51,1.59,merch_2347,IS,32
txn_003224,ord_258631,cust_39490,credit_card,refunded,1691.58,USD,2025-09-12 17:04:35,01,1.19,merch_1387,BO,60
txn_003225,ord_840772,cust_64569,apple_pay,completed,1293.62,USD,2025-09-05 02:38:26,00,3.62,merch_8417,VU,19
txn_003226,ord_131999,cust_49878,bank_transfer,pending,369.93,USD,2025-09-10 00:22:26,61,2.99,merch_9159,CN,27
txn_003227,ord_440767,cust_49931,credit_card,failed,642.91,USD,2025-09-13 17:23:04,01,1.53,merch_9530,QA,40
txn_003228,ord_268003,cust_59238,paypal,failed,1537.52,USD,2025-09-07 13:00:54,05,1.95,merch_9141,KW,51
txn_003229,ord_967876,cust_69770,paypal,pending,1497.19,USD,2025-08-25 18:31:20,00,2.78,merch_3538,TM,100
txn_003230,ord_345143,cust_16600,debit_card,completed,310.32,USD,2025-08-18 01:41:36,00,4.75,merch_4170,NO,57
txn_003231,ord_536118,cust_85781,apple_pay,failed,1563.8,USD,2025-09-03 13:14:19,00,1.65,merch_4328,HU,84
txn_003232,ord_792906,cust_47005,debit_card,pending,1579.76,USD,2025-08-20 17:26:39,05,3.31,merch_2474,BB,100
txn_003233,ord_731723,cust_93275,apple_pay,failed,949.07,USD,2025-09-12 12:27:19,01,0.76,merch_2786,FI,73
txn_003234,ord_550659,cust_65816,credit_card,failed,390.73,USD,2025-08-19 04:35:25,00,3.06,merch_9857,AR,24
txn_003235,ord_972158,cust_85610,paypal,completed,33.27,USD,2025-09-02 13:34:56,61,3.45,merch_5286,SD,51
txn_003236,ord_272121,cust_48771,debit_card,failed,1961.54,USD,2025-09-09 12:29:03,00,1.84,merch_2891,SN,92
txn_003237,ord_488801,cust_80463,paypal,pending,301.86,USD,2025-08-28 21:34:31,05,1.58,merch_7024,AT,14
txn_003238,ord_859742,cust_72457,paypal,refunded,1191.37,USD,2025-08-27 11:22:14,00,2.15,merch_3004,MX,22
txn_003239,ord_777992,cust_30035,debit_card,pending,326.57,USD,2025-08-17 20:53:35,14,0.51,merch_9359,RW,63
txn_003240,ord_175146,cust_56308,credit_card,pending,1010.63,USD,2025-09-02 07:31:28,05,0.63,merch_5153,ZM,39
txn_003241,ord_786479,cust_27159,paypal,completed,1145.91,USD,2025-09-04 10:00:08,01,4.64,merch_4673,KP,15
txn_003242,ord_519679,cust_89575,paypal,completed,1115.58,USD,2025-09-08 06:21:24,14,4.85,merch_5939,TW,29
txn_003243,ord_983852,cust_88050,debit_card,refunded,707.04,USD,2025-09-16 04:54:30,00,3.8,merch_5123,CV,20
txn_003244,ord_292014,cust_17201,paypal,failed,1515.95,USD,2025-08-18 12:59:48,00,1.2,merch_4493,TZ,18
txn_003245,ord_997304,cust_20071,debit_card,failed,1393.08,USD,2025-08-27 15:17:31,01,2.48,merch_9200,TN,62
txn_003246,ord_396031,cust_69375,credit_card,failed,1970.01,USD,2025-09-14 07:08:35,05,1.06,merch_9056,SK,7
txn_003247,ord_573556,cust_58452,credit_card,refunded,802.57,USD,2025-08-25 18:24:04,05,0.45,merch_2649,VC,77
txn_003248,ord_678815,cust_43820,bank_transfer,failed,1220.55,USD,2025-09-12 09:27:30,00,3.53,merch_9394,LS,49
txn_003249,ord_304379,cust_11535,credit_card,completed,1724.1,USD,2025-08-27 10:58:44,01,2.84,merch_9028,PH,94
txn_003250,ord_814116,cust_74232,bank_transfer,refunded,1011.55,USD,2025-09-08 09:23:18,00,4.26,merch_5061,JO,20
txn_003251,ord_432932,cust_92245,debit_card,refunded,386.97,USD,2025-08-25 20:11:36,14,1.65,merch_1193,IS,45
txn_003252,ord_246311,cust_52551,bank_transfer,completed,1522.17,USD,2025-08-22 07:34:53,14,1.45,merch_6033,GN,9
txn_003253,ord_322818,cust_75680,debit_card,pending,1080.22,USD,2025-08-21 03:41:40,61,3.61,merch_6036,TW,15
txn_003254,ord_177683,cust_11572,google_pay,refunded,1889.17,USD,2025-09-02 13:20:30,61,0.34,merch_6993,SR,94
txn_003255,ord_908187,cust_53559,paypal,pending,352.99,USD,2025-09-04 12:30:16,05,2.83,merch_9420,ID,9
txn_003256,ord_342781,cust_34100,apple_pay,pending,1777.98,USD,2025-09-13 12:34:34,14,2.51,merch_1077,MK,56
txn_003257,ord_904796,cust_29943,bank_transfer,completed,308.83,USD,2025-08-19 04:38:06,61,1.14,merch_7720,VE,46
txn_003258,ord_325264,cust_56391,paypal,failed,908.48,USD,2025-09-05 12:58:11,14,1.09,merch_5852,PL,14
txn_003259,ord_454723,cust_50860,credit_card,refunded,1036.09,USD,2025-08-19 14:11:21,00,3.44,merch_3874,PE,29
txn_003260,ord_386669,cust_25100,bank_transfer,pending,37.47,USD,2025-09-01 01:59:31,51,1.33,merch_1145,GQ,76
txn_003261,ord_149835,cust_78135,google_pay,refunded,781.0,USD,2025-08-31 12:32:53,14,1.52,merch_6727,CF,50
